"year","dist","passen","fare","bmktshr","lfare","lpassen","ldist","lbmktshr"
1999,528,336,113,0.826200008392334,4.72738790512085,5.81711101531982,6.26909637451172,-0.190918400883675
1999,861,204,115,0.731900036334991,4.74493217468262,5.31812000274658,6.7580943107605,-0.312111347913742
1999,852,244,229,0.799800038337708,5.43372201919556,5.49716806411743,6.74758672714233,-0.223393529653549
1999,724,224,229,0.433400005102158,5.43372201919556,5.41164588928223,6.58479118347168,-0.836094200611115
1999,1073,494,121,0.500800013542175,4.79579067230225,6.20253562927246,6.97821378707886,-0.691548407077789
1999,318,209,190,0.928600013256073,5.24702405929565,5.3423342704773,5.76205158233643,-0.0740771889686584
1999,1270,178,229,0.671400010585785,5.43372201919556,5.18178367614746,7.14677238464355,-0.398390173912048
1999,614,176,145,0.559900045394897,4.9767336845398,5.17048406600952,6.4199948310852,-0.579997003078461
1999,1673,214,162,0.219699993729591,5.08759641647339,5.36597585678101,7.42237377166748,-1.51549232006073
1999,1976,173,221,0.284500002861023,5.39816284179688,5.15329170227051,7.58882999420166,-1.25702202320099
1999,1118,368,183,0.411300003528595,5.20948600769043,5.90808296203613,7.01929664611816,-0.888432383537292
1999,580,980,110,0.665300011634827,4.70048046112061,6.8875527381897,6.36302804946899,-0.407517194747925
1999,349,349,184,0.799899995326996,5.21493577957153,5.85507202148438,5.85507202148438,-0.223268568515778
1999,223,255,72,0.866400003433228,4.27666616439819,5.54126358032227,5.40717172622681,-0.143408581614494
1999,745,440,137,0.495200008153915,4.91998100280762,6.0867748260498,6.61338424682617,-0.702793538570404
1999,719,187,135,0.747099995613098,4.90527486801147,5.23110866546631,6.57786130905151,-0.291556239128113
1999,487,597,111,0.923399984836578,4.70953035354614,6.39191722869873,6.18826389312744,-0.0796927884221077
1999,677,842,120,0.87279999256134,4.78749179840088,6.73578023910522,6.51767110824585,-0.136048853397369
1999,982,182,202,0.569500029087067,5.30826759338379,5.20400667190552,6.88959121704102,-0.562996447086334
1999,1817,317,265,0.234500005841255,5.57973003387451,5.75890159606934,7.50494194030762,-1.45029962062836
1999,889,379,145,0.88019996881485,4.9767336845398,5.93753623962402,6.7900972366333,-0.127606153488159
1999,632,194,124,0.651799976825714,4.82028150558472,5.26785802841187,6.44888925552368,-0.428017556667328
1999,1554,194,158,0.472299993038177,5.06259489059448,5.26785802841187,7.34858751296997,-0.750140905380249
1999,328,1449,64,0.827699959278107,4.1588830947876,7.27862882614136,5.79301357269287,-0.189104557037354
1999,1113,187,153,0.3057000041008,5.03043794631958,5.23110866546631,7.01481437683105,-1.1851509809494
1999,494,176,124,0.503400027751923,4.82028150558472,5.17048406600952,6.20253562927246,-0.686370134353638
1999,610,177,144,0.606000006198883,4.96981334686279,5.17614984512329,6.41345882415771,-0.500875294208527
1999,628,369,124,0.81139999628067,4.82028150558472,5.91079664230347,6.44254016876221,-0.208994135260582
1999,897,212,143,0.345499992370605,4.96284484863281,5.35658645629883,6.79905605316162,-1.06276261806488
1999,871,206,151,0.576900005340576,5.01727962493896,5.32787609100342,6.7696418762207,-0.550086319446564
1999,1181,284,150,0.483899980783463,5.01063537597656,5.64897441864014,7.07411670684814,-0.725877046585083
1999,935,158,150,0.591199994087219,5.01063537597656,5.06259489059448,6.84054660797119,-0.525600910186768
1999,1648,390,196,0.293199986219406,5.27811479568481,5.96614694595337,7.40731763839722,-1.22690033912659
1999,655,131,270,0.845599949359894,5.59842205047607,4.8751974105835,6.48463535308838,-0.167708903551102
1999,907,407,114,0.485299974679947,4.73619842529297,6.00881338119507,6.81014251708984,-0.722988069057465
1999,412,148,118,0.887499988079071,4.77068471908569,4.99721240997314,6.02102327346802,-0.119346767663956
1999,324,776,70,0.773099958896637,4.24849510192871,6.65415239334106,5.78074359893799,-0.257346928119659
1999,535,256,115,0.666400015354156,4.74493217468262,5.5451774597168,6.28226661682129,-0.405865162611008
1999,759,169,117,0.980700016021729,4.76217412948608,5.12989854812622,6.63200187683105,-0.0194886606186628
1999,125,101,130,0.99889999628067,4.86753463745117,4.61512041091919,4.82831382751465,-0.00110060919541866
1999,812,375,224,0.737399995326996,5.41164588928223,5.92692613601685,6.6995005607605,-0.304624795913696
1999,576,1187,132,0.712199985980988,4.88280200958252,7.07918453216553,6.35610771179199,-0.33939653635025
1999,449,183,143,0.933099985122681,4.96284484863281,5.20948600769043,6.10702276229858,-0.0692429170012474
1999,946,2421,134,0.707599997520447,4.89784002304077,7.79193592071533,6.8522424697876,-0.345876306295395
1999,712,561,100,0.543300032615662,4.60517024993896,6.32972097396851,6.56807804107666,-0.610093593597412
1999,259,232,205,0.965399980545044,5.32300996780396,5.44673728942871,5.55682802200317,-0.0352127775549889
1999,227,554,211,0.702399969100952,5.35185813903809,6.3171648979187,5.42495012283325,-0.353252291679382
1999,605,3599,133,0.491500020027161,4.8903489112854,8.18841171264648,6.40522861480713,-0.710293292999268
1999,373,410,252,0.959499955177307,5.52942895889282,6.01615715026855,5.9215784072876,-0.0413430109620094
1999,554,683,184,0.486300021409988,5.21493577957153,6.5264949798584,6.3171648979187,-0.720929503440857
